name,amount
SIEDLARZ,596
ŚLIŻ,596
FIJAŁ,595
ŁUKOWICZ,595
PAŚCIAK,595
PATALAS,595
SZTABA,595
WAŃCZYK,595
ANTOŃCZYK,594
BOŚ,594
CIEPLIK,594
DURDA,594
GIEROŃ,594
JANISZ,594
KŁODZIŃSKI,594
KONOPSKI,594
LASZUK,594
NOWOK,594
OPOLSKI,594
OSTAPOWICZ,594
PIŁKA,594
PYDA,594
SAVCHENKO,594
STOJAK,594
FLISIKOWSKI,593
HORNIK,593
KANCLERZ,593
KONICKI,593
KRZEWSKI,593
KUZIA,593
RYSZKOWSKI,593
STYPA,593
BOBRYK,592
KLUCZEWSKI,592
ŁUBKOWSKI,592
MARCIŃCZYK,592
NYGA,592
RADŁOWSKI,592
SPRAWKA,592
STAŚ,592
KRZOS,591
KWASEK,591
LABUS,591
LIBERSKI,591
MICHNIAK,591
MOŻEJKO,591
MUSIALSKI,591
RZĄDKOWSKI,591
STARZAK,591
WOJACZEK,591
BOBKOWSKI,590
CZOK,590
JOP,590
KUKUCZKA,590
LITWA,590
SMUTEK,590
SZARZYŃSKI,590
SZPARA,590
ZACHWIEJA,590
BRUZDA,589
BUSZ,589
DOBIJA,589
KRYSIK,589
MARCOL,589
ROMANIAK,589
RZESZOWSKI,589
SZWAJA,589
WANIEK,589
ZUBA,589
DYK,588
GOŚCIŃSKI,588
GRABOWICZ,588
HAN,588
HULBÓJ,588
KARPETA,588
KURZAK,588
PABIS,588
THIEL,588
MAŁOTA,587
MASZOTA,587
PONIEWIERSKI,587
PRZEWŁOCKI,587
DOLATOWSKI,586
FAŁEK,586
KAZANOWSKI,586
MORYS,586
OLEKSIEWICZ,586
PAZERA,586
SKUTNIK,586
JAKUBASZEK,585
KONDEJ,585
KOPECKI,585
ŁODYGA,585
PAWLINA,585
SŁYSZ,585
SOLARCZYK,585
SUTOR,585
WARZYŃSKI,585
BORUC,584
DULEWICZ,584
DZWONEK,584
MAKAR,584
MUC,584
OSTAFIN,584
WAWSZCZAK,584
BUGLA,583
CZUPRYNIAK,583
JUŚKIEWICZ,583
ŁAGODZIŃSKI,583
MACHALSKI,583
NIKODEM,583
OLSZYŃSKI,583
PACYGA,583
PAŁAC,583
PENAR,583
ROZMIAREK,583
SROGA,583
STANASZEK,583
BORYSIUK,582
GRZEGORSKI,582
KLINKOSZ,582
KRUSZELNICKI,582
LATO,582
MADAJ,582
MATCZUK,582
PŁANETA,582
PRZYŁUCKI,582
SZYMONIK,582
TOMASZCZYK,582
ŻÓŁTEK,582
BASZAK,581
JANASZEK,581
KOMAN,581
ŁYSAK,581
MALEWICZ,581
NEUMAN,581
STRYCHALSKI,581
SZCZEPEK,581
TOMAS,581
BRZOSKOWSKI,580
DERKOWSKI,580
GABRIEL,580
KORNELUK,580
MAKIEŁA,580
OSUCHOWSKI,580
SZKARADEK,580
TECŁAW,580
BITNER,579
CHRUŚCICKI,579
GAWORSKI,579
JANISZEK,579
JAŃCZYK,579
KAŁUŻYŃSKI,579
LORENS,579
MARGOL,579
MICHALCZAK,579
MYTYCH,579
ZAWALSKI,579
BANDYK,578
BORYSEWICZ,578
CISAK,578
GABRYSZEWSKI,578
JANUSZKO,578
KLUCZNIK,578
MACIOROWSKI,578
MICAŁ,578
NIESTRÓJ,578
OCHNIO,578
PIEŃKOSZ,578
SKIERKA,578
WAWRZYCZEK,578
WOJCIECH,578
BUCHWALD,577
DOMBEK,577
GOLDA,577
GOSTOMSKI,577
HANUS,577
JAREMA,577
ŁAŚ,577
NIWIŃSKI,577
PAŃCZAK,577
ŚMIETANKA,577
GAJOWNIK,576
GRĄDZIEL,576
KORZENIECKI,576
KUNYSZ,576
LEW,576
ŁONIEWSKI,576
ŁYCZAK,576
PAPROTNY,576
SZCZEPANIEC,576
BAKA,575
BARTUŚ,575
BURCZYŃSKI,575
GRALEWSKI,575
KAŃSKI,575
ŁOJKO,575
MOŹDZIERZ,575
OSMÓLSKI,575
SIBIŃSKI,575
SZYCA,575
SZYCH,575
UZNAŃSKI,575
ZAGRODZKI,575
ZHUK,575
BARANIECKI,574
CABAŁA,574
GUZIAK,574
KUCHCIŃSKI,574
KURANT,574
LEWKO,574
RUDYK,574
SZABLA,574
CHMIELNICKI,573
CHRUSZCZ,573
HERDA,573
KRÓLCZYK,573
MAKARUK,573
MATYKA,573
MEDYŃSKI,573
SZULCZEWSKI,573
ŻÓRAWSKI,573
BRODACKI,572
CHODKIEWICZ,572
KAŁUCKI,572
KASTELIK,572
MISIASZEK,572
NOREK,572
PRÓCHNICKI,572
SZMUC,572
WRONKOWSKI,572
GUL,571
HAMERA,571
PETRENKO,571
RYCERZ,571
ŚMIEJA,571
CHUDZICKI,570
GRYGO,570
HENNIG,570
JUROSZEK,570
KANDZIORA,570
LENARCIK,570
LICZNERSKI,570
WIETECHA,570
BORS,569
CHOMIUK,569
FARYNA,569
JASTRZĘBOWSKI,569
KWAPIŃSKI,569
PRÓCHNIAK,569
WEJMAN,569
WICHA,569
BROCKI,568
DANIELSKI,568
DĘBKOWSKI,568
FEDEROWICZ,568
KLUCZEK,568
KROWICKI,568
PUZDROWSKI,568
SACHARCZUK,568
SKARZYŃSKI,568
TYLEK,568
WAJDZIK,568
BUSZTA,567
MOROŃ,567
OSTASZ,567
PACHLA,567
SOLSKI,567
STROIŃSKI,567
WALKUSZ,567
BABICKI,566
CIASTOŃ,566
FRAŃCZAK,566
GOSIEWSKI,566
KOBIELSKI,566
KORAB,566
OLESZKO,566
ORMAN,566
PERCZYŃSKI,566
RZEŹNICKI,566
STRZELCZAK,566
TERLIKOWSKI,566
CHLEWICKI,565
FLORKIEWICZ,565
KOBZA,565
NOWOTNY,565
PATYNA,565
RANISZEWSKI,565
WALO,565
KUROPATWA,564
MŁYŃCZAK,564
SEKULSKI,564
WIATRAK,564
BLADOWSKI,563
BUKOWIECKI,563
DEPA,563
DZIOBA,563
GLANOWSKI,563
KLAG,563
KURACH,563
MĘDRALA,563
NAROŻNY,563
PODKOWA,563
SKWIERCZYŃSKI,563
SZCZYPEK,563
ZAPADKA,563
FRONC,562
GŁADKOWSKI,562
JAMIOŁKOWSKI,562
KALARUS,562
LEKKI,562
OBRYCKI,562
PASIKOWSKI,562
SOLIWODA,562
BARTOCHA,561
BROŚ,561
GONET,561
HUSAK,561
MACIOŁ,561
RUP,561
SZYC,561
ŚCIBIOR,561
ŚWIERKOT,561
ZIEJA,561
BEŚKA,560
DAMPS,560
HANUSIAK,560
KALICIŃSKI,560
KASZOWSKI,560
KIELAN,560
MATULEWICZ,560
MATURA,560
PACOCHA,560
PASŁAWSKI,560
SARNACKI,560
TYLICKI,560
ZBROJA,560
BABIUCH,559
BRYLOWSKI,559
BYSTRZYCKI,559
CHOCHÓŁ,559
GIERS,559
HERMANOWICZ,559
MOTYLEWSKI,559
PAVLIUK,559
SIDORUK,559
WYLEGAŁA,559
DURAK,558
GOLAN,558
GUMIENIAK,558
JAROSIEWICZ,558
REICH,558
SŁOMIANY,558
ŚWITAJ,558
TOKAREK,558
FURGAŁ,557
GĘSICKI,557
GRESZTA,557
HUDZIK,557
KOMPERDA,557
KORYTOWSKI,557
KREFTA,557
KUKAWSKI,557
MILCZANOWSKI,557
NOGAL,557
STOJANOWSKI,557
LUBOWIECKI,556
MAJAK,556
PAPRZYCKI,556
SUBOCZ,556
TWARDZIK,556
ŻŁOBIŃSKI,556
CZERNIECKI,555
DROZDA,555
JARCZYK,555
JASIONOWSKI,555
KOPIJ,555
KOTLAREK,555
KUCZEWSKI,555
MUĆKA,555
POMARAŃSKI,555
RADKOWSKI,555
RYSZ,555
RYSZEWSKI,555
SNOCH,555
CACKOWSKI,554
GLAPIŃSKI,554
GORZELAŃCZYK,554
GUBERNAT,554
MAJDAŃSKI,554
ZATOŃ,554
BARYLSKI,553
BOGDAŁ,553
DOMERACKI,553
DUBAS,553
DYGA,553
FRĄC,553
FROŃ,553
GLAZER,553
MARTIN,553
PEZDA,553
PYTLARZ,553
SKLORZ,553
ZDZIECH,553
ZIARNIK,553
ZWOLSKI,553
ZYSK,553
ŻMUDZKI,553
DZIAK,552
HALAMA,552
RACIBORSKI,552
RYŃSKI,552
SINKIEWICZ,552
ŚWIECH,552
WIELĄDEK,552
CZAPLEWSKI,551
KAMIENIECKI,551
PALUCHOWSKI,551
PIKOR,551
SMOLARSKI,551
SZWAJKOWSKI,551
WACŁAWCZYK,551
ZAWŁOCKI,551
HAMERSKI,550
JĘDRUCH,550
KRZYSZKOWSKI,550
LABUDDA,550
MELON,550
PIESIK,550
PINKOWSKI,550
PUSZ,550
STOŁOWSKI,550
SULARZ,550
WARCHAŁ,550
WOLICKI,550
BAŃCZYK,549
LESNER,549
ŁUSZCZAK,549
NISKI,549
PRZYCHODZKI,549
ROZMARYNOWSKI,549
SULIK,549
TATAREK,549
WZIĄTEK,549
ZIEMKIEWICZ,549
BIK,548
BYRA,548
DZIEKAŃSKI,548
JEZIORNY,548
KACZMAR,548
KAZEK,548
PETROV,548
PODPORA,548
WOŁCZYŃSKI,548
BIAŁK,547
CHABER,547
GRAB,547
JAREMKO,547
KUBA,547
KUBISZ,547
NAJMAN,547
RAJCZYK,547
SZCZUDŁO,547
TRYBUŚ,547
DZIENIS,546
GONSIOR,546
HAMPEL,546
KUCAB,546
MIESZAŁA,546
MIŁOSZEWSKI,546
PILICHOWSKI,546
SZAŁAS,546
ŚWIETLICKI,546
WAWRZYNOWICZ,546
DZIENISZEWSKI,545
GOGOLA,545
KAŁEK,545
KANAREK,545
KIEREPKA,545
KOLANEK,545
KOŁACZEK,545
KORAL,545
KRAVETS,545
KUK,545
MIKUSEK,545
PIECHOCIŃSKI,545
PIEGZA,545
SIEDLACZEK,545
SKAŁA,545
TRZEBIŃSKI,545
ŻOK,545
CZACHOROWSKI,544
CZYŻYCKI,544
JAKIEL,544
KURCZYŃSKI,544
ŁAPACZ,544
ŁÓJ,544
MIŚKO,544
PARDA,544
SERKOWSKI,544
STRYCHARZ,544
ŚLIMAK,544
AUGUSTOWSKI,543
BOCHYŃSKI,543
DYNOWSKI,543
FLAGA,543
HEROK,543
KARCZMARZ,543
KUCHARZYK,543
ŁUCZKOWSKI,543
MACIUSZEK,543
PACEWICZ,543
PELCZARSKI,543
PRUCHNICKI,543
RADKO,543
RYDZYŃSKI,543
SERAFIŃSKI,543
SKOCZYŃSKI,543
SKUBIS,543
WAŁDOCH,543
ANDRZEJCZUK,542
BATÓG,542
DENKIEWICZ,542
DERĘGOWSKI,542
DZIAŁO,542
KOPA,542
KRZYWONOS,542
KUJAWIAK,542
NARUSZEWICZ,542
NAZAR,542
OCHAB,542
ROSŁON,542
RYLSKI,542
RZEWUSKI,542
SZMAJDA,542
WRZEŚNIAK,542
ARMATA,541
CZUBIŃSKI,541
KACZAN,541
KAPRAL,541
KOŚNIK,541
KRĘCISZ,541
MELER,541
MUSKAŁA,541
PACHOŁEK,541
PIZOŃ,541
PRZYBYSŁAWSKI,541
SZCZUBEŁEK,541
ŚMIAŁKOWSKI,541
WOSZCZYNA,541
BRÓDKA,540
BRZYKCY,540
CHORNYI,540
DZIEWA,540
DZIEWIĘCKI,540
ŁASZEWSKI,540
MARCINISZYN,540
ROLBIECKI,540
RUSZCZAK,540
SAŁACIŃSKI,540
STRUG,540
SZULIŃSKI,540
ŚWIGOŃ,540
WUJEK,540
ZGIERSKI,540
BRUDNICKI,539
GRUDNIEWSKI,539
KOSTRO,539
MAZANEK,539
RADZIMSKI,539
SAMSON,539
SPÓLNIK,539
STOCHMAL,539
BŁĄDEK,538
BUDZ,538
GORĄCY,538
JANASIK,538
KLAMKA,538
KLECZKOWSKI,538
KRZYKAWSKI,538
KUCIEL,538
KURZYNA,538
OLKO,538
PACHULSKI,538
PASTOR,538
POŁOM,538
TOMICKI,538
WITULSKI,538
WOŁK,538
WOŁOCH,538
CIOS,537
KŁYSZ,537
KOSZ,537
MAZAN,537
MINKIEWICZ,537
PASIERBEK,537
PIAŚCIK,537
SKWIRA,537
SOBEL,537
STANISŁAWEK,537
STOLECKI,537
WINKOWSKI,537
WÓJCIKIEWICZ,537
ZAPALSKI,537
ŻBIK,537
BRÓZDA,536
DWORACZEK,536
GROSZEWSKI,536
GRZELCZYK,536
IGNATOWSKI,536
KARYŚ,536
KIDOŃ,536
KOSTEK,536
KROCZAK,536
MALARCZYK,536
MICHALCZEWSKI,536
MYDLARZ,536
NEUBAUER,536
PIETRASIAK,536
RZEŹNICZAK,536
STRASZAK,536
TOMASZKIEWICZ,536
ŻOŁNA,536
BONDARUK,535
CHRONOWSKI,535
FIKUS,535
GROBELSKI,535
GUŹNICZAK,535
HADAM,535
KASPERCZAK,535
KURTYKA,535
KWARCIAK,535
MARCHUK,535
PACANOWSKI,535
PAVLENKO,535
SEREDYŃSKI,535
SIEKIERKA,535
TRZYNA,535
ZIÓŁKO,535
BURZAWA,534
CHROMY,534
CIĘŻKOWSKI,534
DURZYŃSKI,534
GADOWSKI,534
GAWLIŃSKI,534
GOŚ,534
HALLMANN,534
LATUSZEK,534
ŁUCZKIEWICZ,534
NIEBRZYDOWSKI,534
RADLIŃSKI,534
SŁABOSZ,534
SYPIEŃ,534
ŚMIETAŃSKI,534
CIELUCH,533
GAJKOWSKI,533
GRUBBA,533
KOPYCKI,533
MYSZOR,533
PIWEK,533
WIECHOWSKI,533
BACHANEK,532
BETKA,532
DENISIUK,532
GĄSIENICA,532
GOLENIA,532
GRABIAS,532
KAŹMIEROWSKI,532
KOSOBUCKI,532
KURNIK,532
LOBA,532
MISZKIEWICZ,532
PIEŃKOS,532
SAMOL,532
TYRAKOWSKI,532
DANIŁOWICZ,531
GAJDZIK,531
JUSZCZUK,531
KŁOCZKO,531
KOSEWSKI,531
ŁASIŃSKI,531
MAŁY,531
PROKOPCZYK,531
RUDOLF,531
RZEPCZYŃSKI,531
SZATANIK,531
SZYNKIEWICZ,531
ŚWIĄTKIEWICZ,531
ŚWIECZKOWSKI,531
ŻYCIŃSKI,531
BRODOWICZ,530
CHOROŚ,530
DUK,530
FERET,530
GEISLER,530
GOSTYŃSKI,530
KLOSKOWSKI,530
KURYŚ,530
LITERSKI,530
MACEK,530
MAKSYM,530
MOL,530
RADZEWICZ,530
SAWKO,530
SMARDZEWSKI,530
GRYS,529
KANDZIA,529
ŁYSKAWA,529
POLESZAK,529
RÓZGA,529
SUJECKI,529
SZCZYGŁOWSKI,529
TOFIL,529
TYKA,529
CHOWAŃSKI,528
GIŻA,528
HANC,528
KOŁTON,528
POKOJSKI,528
SWATEK,528
ZADORA,528
BROŃSKI,527
DRATWA,527
JAŁOSZYŃSKI,527
KASICA,527
KRAMER,527
RAWA,527
REJ,527
SETA,527
TEKIELI,527
WIADERNY,527
BARCZ,526
DURLAK,526
GIEREK,526
GRUCHOT,526
JABŁECKI,526
JAROSIK,526
KARGOL,526
KRAUZ,526
MALESZA,526
MYJAK,526
NACZK,526
OCHNIK,526
RACKI,526
SŁAWIK,526
SŁOMCZEWSKI,526
STÓJ,526
WYWIAŁ,526
ZIOŁA,526
ŻARCZYŃSKI,526
BARCZEWSKI,525
BURCHARDT,525
CHWEDORUK,525
GARNCARZ,525
KAPUSTKA,525
KRAWIECKI,525
LINKIEWICZ,525
LIU,525
PLICH,525
PUTO,525
RÓŻYŃSKI,525
SZAŁAJ,525
TREPKA,525
WALECZEK,525
WARCZAK,525
WNUKOWSKI,525
BUDNIAK,524
CHORĄŻEWICZ,524
DOMINIKOWSKI,524
DRABCZYK,524
DYLA,524
FRĄCZKOWSKI,524
KIEPURA,524
KILANOWSKI,524
KULMA,524
KURZYDŁO,524
LITWINIUK,524
NIERODA,524
SIECIŃSKI,524
SOŁEK,524
SOROCZYŃSKI,524
ŚREDZIŃSKI,524
WOJTOŃ,524
BOGUSKI,523
CICHOWLAS,523
CIESIELCZYK,523
DURCZAK,523
KARCZYŃSKI,523
KRACZKOWSKI,523
LEJK,523
MAGIERSKI,523
PIGUŁA,523
POWAŁA,523
ZGLIŃSKI,523
ZIMOWSKI,523
GOWIN,522
HERMANOWSKI,522
ŁOSIEWICZ,522
MŁODZIŃSKI,522
MODELSKI,522
SOLAREK,522
SZYMAŃCZYK,522
TRZOP,522
WARMUZ,522
WIELIŃSKI,522
WOŁOS,522
CYMAN,521
KUPIDURA,521
ŁOSIŃSKI,521
NOWARA,521
POLASZEK,521
ROGALIŃSKI,521
SZCZEPANIUK,521
SZKODZIŃSKI,521
ULIŃSKI,521
WITWICKI,521
BEK,520
BREJNAK,520
DĄBSKI,520
KOLARCZYK,520
LEKS,520
MORYC,520
NOWEK,520
OSIADACZ,520
ŚLUBOWSKI,520
ŚWIRSKI,520
WIELOGÓRSKI,520
ŻEGLEŃ,520
BEMBENEK,519
BUBAK,519
KOŃCZAL,519
MAKULSKI,519
MARCIŃSKI,519
STOPIŃSKI,519
ŻOŁĄDŹ,519
ŻYCHOWSKI,519
BOGUTA,518
GOŁOŚ,518
KAMELA,518
KOLANKO,518
KUBRAK,518
MERCHEL,518
MOLKA,518
PAZIK,518
SAJEWICZ,518
STASZEL,518
SUPEŁ,518
SZTUKOWSKI,518
ULIASZ,518
FARUGA,517
GLANC,517
HNAT,517
KALOTA,517
KWASIBORSKI,517
MZYK,517
PILIPCZUK,517
PONIEDZIAŁEK,517
RUSINIAK,517
STAŃSKI,517
SYPEK,517
BUGNO,516
GAL,516
JESIOŁOWSKI,516
KAŁWA,516
KINDER,516
KURSA,516
LEBIEDZIŃSKI,516
LEMKE,516
PHAM,516
PIETRUSZYŃSKI,516
SŁOMKOWSKI,516
SURDYK,516
TRZOS,516
WAWRZYNEK,516
WĘGRZYNIAK,516
BOICHUK,515
BUBEL,515
CZYŻOWSKI,515
KARALUS,515
KRAIŃSKI,515
RUDKOWSKI,515
SĄSIADEK,515
WIETRZYKOWSKI,515
ANDERS,514
BALIK,514
DELUGA,514
HELLER,514
JĘDRUSIAK,514
KOKOSZA,514
KRĘCICHWOST,514
MUSZALSKI,514
ORCHOWSKI,514
POPIELARCZYK,514
PUCIŁOWSKI,514
SAGANOWSKI,514
UTRATA,514
WOJTASZCZYK,514
BARANOWICZ,513
BAREJA,513
BIEGAŁA,513
BŁASZYK,513
BŹDZIUCH,513
CHOMIAK,513
DROŹDZIK,513
FEDAK,513
KARNAS,513
PRZYGOCKI,513
RUTOWICZ,513
TRĄBKA,513
BANYŚ,512
BOBA,512
DANECKI,512
DOMŻAŁ,512
GARCZAREK,512
PATRZAŁEK,512
POPIELSKI,512
RYBARSKI,512
SŁUGOCKI,512
STASICA,512
TRĘBICKI,512
BATORSKI,511
BYCZYŃSKI,511
CHEŁCHOWSKI,511
CHŁOPECKI,511
CZABAN,511
GRYGA,511
GRZEBYK,511
KISZCZAK,511
KLYMENKO,511
KUŚKA,511
LISIK,511
NAŁĘCZ,511
NASIADKA,511
PROSZOWSKI,511
PYTKO,511
RYNDAK,511
ŚLAZYK,511
WOLFF,511
BASTEK,510
DYBKA,510
JANOSZKA,510
KLEINA,510
MISIARZ,510
PECIAK,510
TOMALAK,510
WĘGRZYNOWICZ,510
ZALEŚNY,510
ŻYREK,510
BURZA,509
BZYMEK,509
GRANAT,509
HELIŃSKI,509
JAKONIUK,509
JANIUK,509
JOB,509
KOŁOMAŃSKI,509
MĘŻYŃSKI,509
OBORSKI,509
PIETREK,509
RYCHLIŃSKI,509
SIEMIENIEC,509
SZCZUCKI,509
WLAŹLAK,509
WOJTUNIK,509
GAŁ,508
KUSZTAL,508
MENDAK,508
MIKODA,508
PETRYK,508
SIUDZIŃSKI,508
STODOLNY,508
WĘGŁOWSKI,508
BOŃKOWSKI,507
GAWIŃSKI,507
GLONEK,507
GROTH,507
IWAŃCZYK,507
KAMINSKI,507
KUPSKI,507
MITORAJ,507
PAŁKOWSKI,507
PANUŚ,507
ŚWIERSZCZ,507
BARTECZKO,506
BARTMAN,506
STACHELEK,506
SUCHOŃ,506
SZUTA,506
ZDRODOWSKI,506
BAFIA,505
BRYNDZA,505
DAŃKO,505
GOŁUCHOWSKI,505
KULIBERDA,505
KULYK,505
LIPKOWSKI,505
MALISZ,505
POSPIECH,505
PROCHOWNIK,505
STAWOWCZYK,505
TARGOWSKI,505
WAWAK,505
ŻERO,505
BĄCZKIEWICZ,504
FYDA,504
GAJZLER,504
KAMIENIARZ,504
LEPAK,504
MROZOWICZ,504
NAGLIK,504
NOWOWIEJSKI,504
PIĄTKIEWICZ,504
RAJDA,504
SŁOŃSKI,504
STROŃSKI,504
SZCZERBIAK,504
SZŁAPA,504
BŁASZCZYŃSKI,503
BOGACZYK,503
BOK,503
CIEŚLIKOWSKI,503
JEWUŁA,503
JOHN,503
KOTERBA,503
MIĘKUS,503
NOBIS,503
PAW,503
PIELECH,503
SĄDEJ,503
SULICH,503
SZLUFIK,503
ŚWIERŻEWSKI,503
ZAŁUCKI,503
JASZCZUR,502
LARYSZ,502
OSIAL,502
STEMPLEWSKI,502
CIEPŁUCH,501
DOMIAN,501
KOŁACZYŃSKI,501
MARUSZCZAK,501
PIKSA,501
PUCZYŃSKI,501
SKĄPSKI,501
WICHOWSKI,501
ZAŁUSKA,501
BŁAŻEJOWSKI,500
JĘDRYCZKA,500
KUJAWIŃSKI,500
LESISZ,500
MATUS,500
MIĘKINA,500
OLMA,500
PISZCZATOWSKI,500
PORWOŁ,500
SAMULSKI,500
BALAS,499
DZIAŁAK,499
DZIAMSKI,499
KUBINA,499
MIDURA,499
SMEKTAŁA,499
TROCZYŃSKI,499
WAWRZASZEK,499
DAŃCZAK,498
GABRYEL,498
GMUR,498
MATLA,498
NADROWSKI,498
NATANEK,498
PATORA,498
PSZCZÓŁKA,498
SUCHTA,498
WOJTYŚ,498
ZACZYŃSKI,498
ZAPIÓR,498
GĄGAŁA,497
GĘBAROWSKI,497
JANKE,497
KOMSTA,497
KOZDRA,497
KOZERSKI,497
LESIK,497
PYĆ,497
STYRCZULA,497
ZIMOLĄG,497
ZYGUŁA,497
BRUDNY,496
FORNALIK,496
GROCHOWALSKI,496
HAWRO,496
JUSIŃSKI,496
KOCZY,496
MATYNIA,496
MICH,496
NARKIEWICZ,496
PACIA,496
SZPYRKA,496
ŚWISTEK,496
WŁODYKA,496
WOJAK,496
BANACHOWICZ,495
BIENIA,495
BURACZEWSKI,495
CHODAK,495
DROP,495
LINOWSKI,495
OTREMBA,495
PAWLIŃSKI,495
PLEŚNIAK,495
ŚNIEG,495
ŚWIADEK,495
WOJSA,495
ZAPOLSKI,495
ZIĘTARSKI,495
ARMATYS,494
BALEWSKI,494
BASISTA,494
CZERWIONKA,494
GRABOWIECKI,494
KLAMA,494
KLUCZNY,494
LUDWINIAK,494
RABIEJ,494
SEIDEL,494
SUMERA,494
WIELGOS,494
WITKO,494
WOJTAK,494
AUGUSTYŃSKI,493
GROTKOWSKI,493
GRZELA,493
KOMOSIŃSKI,493
LASZCZYK,493
LIŚKIEWICZ,493
PĘCZKOWSKI,493
PIERZCHALSKI,493
POGORZELEC,493
POLAKIEWICZ,493
POLSKI,493
RYBUS,493
WIADEREK,493
WIĘCKIEWICZ,493
BORYSIEWICZ,492
GOLISZEWSKI,492
KONTNY,492
KOWALAK,492
KULISZ,492
LISTWAN,492
ŁAKATOSZ,492
OPAS,492
PRĄDZYŃSKI,492
ROCZNIAK,492
RZESZUT,492
TUŁACZ,492
WIERZEJSKI,492
BULAK,491
CEGLIŃSKI,491
DZIEWIT,491
GIERLACH,491
KILJAN,491
LENDA,491
MYSTKOWSKI,491
PABIŚ,491
SALAWA,491
SUSZKO,491
SYDOR,491
WAWSZCZYK,491
ZEGAR,491
JARCZAK,490
KAWIŃSKI,490
KOLARZ,490
KOLONKO,490
KRZAN,490
ŁASZCZ,490
MOCHOCKI,490
MÓWIŃSKI,490
NOWACZEWSKI,490
PAGACZ,490
PALICKI,490
RZESZUTKO,490
SAMULAK,490
SŁOWIAK,490
STEMPNIAK,490
SZCZERBOWSKI,490
WAROWNY,490
WILKOS,490
ZACZKOWSKI,490
ŻOŁNIERCZYK,490
DORAWA,489
HUTNIK,489
KAPINOS,489
MAJOREK,489
RZESZOTARSKI,489
STANUCH,489
SZÓSTAK,489
WOŁKOWICZ,489
DRÓZD,488
DRZEWIŃSKI,488
HEWELT,488
HOROWSKI,488
KORDA,488
KOSIAK,488
KRZYMOWSKI,488
KRZYWIŃSKI,488
MARCHLEWICZ,488
OKNIŃSKI,488
OPYRCHAŁ,488
RUSZCZYŃSKI,488
SOBOLAK,488
SUPERSON,488
ZIEMANN,488
BEHRENDT,487
BIESZKE,487
BUDKIEWICZ,487
CIERPISZ,487
KARNOWSKI,487
KIEROŃSKI,487
MICHNIEWSKI,487
SKÓRZEWSKI,487
SUSZKA,487
SYLDATK,487
SZYMOCHA,487
WASIL,487
WYSKIEL,487
DANILCZUK,486
JAKIEŁA,486
JEŻOWSKI,486
KUŚWIK,486
KUTNIK,486
MADZIAR,486
MAZIK,486
MIODEK,486
SZAFARZ,486
TABAK,486
WAŁĘSA,486
WAWRZKIEWICZ,486
ENGLER,485
GOROL,485
JAROSZUK,485
KAPKA,485
KORDECKI,485
KOSIEC,485
KOŚCIELAK,485
ŁUCZKA,485
MAKURAT,485
PŁOCKI,485
SKROCKI,485
WIELECHOWSKI,485
WITOŃ,485
BILOUS,484
BRAŃSKI,484
DURLIK,484
JERZYK,484
MATYSZCZAK,484
MODRZEWSKI,484
PIETRAK,484
SYNAK,484
TKACH,484
DRAUS,483
DROST,483
FRIEDRICH,483
GIERAK,483
JACZYŃSKI,483
LANG,483
PALECZNY,483
PUSTUŁKA,483
RUCZYŃSKI,483
SZYMAJDA,483
TYLUS,483
DROZDOWICZ,482
DZIERŻAK,482
LUBIENIECKI,482
MŁYNARZ,482
SADLIK,482
SKALIK,482
SPOREK,482
SZAJKOWSKI,482
SZESZKO,482
TYLEC,482
BARWICKI,481
BUDZOWSKI,481
GRZEJSZCZAK,481
GULA,481
JANCZAREK,481
JURAS,481
KOMISARCZYK,481
LESZKIEWICZ,481
MELKA,481
MICHNIK,481
MILCZARSKI,481
MOSKALIK,481
POSMYK,481
FRANCZUK,480
KOCHMAŃSKI,480
KRYSZKIEWICZ,480
ŁABAJ,480
MŁOTKOWSKI,480
PIEJKO,480
PIK,480
SIEROTA,480
TWARDOSZ,480
WIECZERZAK,480
WYROBA,480
ANDRZEJUK,479
KORKOSZ,479
KRAL,479
KUSZEWSKI,479
MATULKA,479
NALEWAJKO,479
PETRUK,479
THOMAS,479
WOSIŃSKI,479
ZIELKE,479
FABIJAŃSKI,478
GAŁAT,478
KLUSZCZYŃSKI,478
KOŚCIUKIEWICZ,478
KULBACKI,478
LADEMANN,478
LEVCHENKO,478
LUCHOWSKI,478
ŁĄGIEWKA,478
MIGAŁA,478
MLECZEK,478
MŁOT,478
OCHAL,478
OPYD,478
PAKOS,478
PRZESMYCKI,478
STANECKI,478
DAWIDCZYK,477
GŁÓWCZYŃSKI,477
GOMUŁA,477
JAŃCZUK,477
KIETLIŃSKI,477
MAKLES,477
MATEJCZUK,477
RADZIEWICZ,477
SALACH,477
ZBYLUT,477
BRZOSKA,476
BURNAT,476
GARNCAREK,476
KOBAK,476
KOZDROŃ,476
LOSKA,476
MACIEJSKI,476
MASZKOWSKI,476
WOWRA,476
ŻURAWIK,476
BUDNER,475
FELSKI,475
GÓRKIEWICZ,475
GROS,475
HERBA,475
IGRAS,475
KARPIK,475
KORZEKWA,475
KOSNO,475
KUSIO,475
KUSKOWSKI,475
LICHOCKI,475
MAGIER,475
MĘTEL,475
PRZENIOSŁO,475
SYKUT,475
SZAMBELAN,475
SZYLAR,475
WALENCIAK,475
DRZAŁ,474
KRANC,474
KYCIA,474
MAĆKÓW,474
MAGOŃ,474
MALON,474
